year,film,winner,nominated_for_Writing,nominated_for_BestDirector,nominated_for_BestActress,nominated_for_BestActor,nominated_for_BestFilmEditing,Adventure,Biography,Comedy,Crime,Drama,History,Musical,Romance,Thriller,War,Other
1963,America America,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1963,How the West Was Won,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1
1963,Cleopatra,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0
1964,My Fair Lady,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25
1964,Zorba the Greek,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,0,0,0,0.5,0,0,0,0,0,0
1964,Becket,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1964,Mary Poppins,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0.25,0,0,0,0.25,0,0,0,0.5
1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0.5,0,0,0,0,0,0,0.5,0
1965,The Sound of Music,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0.2,0,0,0.2,0,0.2,0.2,0,0,0.2
1965,Doctor Zhivago,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1965,Ship of Fools,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1965,Darling,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1965,A Thousand Clowns,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1966,A Man for All Seasons,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1966,Alfie,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0.5,0,0.5,0,0,0,0,0,0
1966,Who's Afraid of Virginia Woolf?,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1966,The Sand Pebbles,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.25,0,0,0,0.25,0,0,0.25,0,0.25,0
1966,The Russians Are Coming The Russians Are Coming,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0.5,0,0,0,0,0,0,0.5,0
1967,In the Heat of the Night,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25
1967,Doctor Dolittle,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0,0.333333333333334
1967,Guess Who's Coming to Dinner,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0.5,0,0.5,0,0,0,0,0,0
1967,The Graduate,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1967,Bonnie and Clyde,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0
1968,Oliver!,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333
1968,Romeo and Juliet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1968,The Lion in Winter,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1968,"Rachel, Rachel",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1968,Funny Girl,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0
1969,Midnight Cowboy,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1969,Butch Cassidy and the Sundance Kid,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.25,0,0.25,0.25,0,0,0,0,0,0.25
1969,"Hello, Dolly!",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
1969,Anne of the Thousand Days,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0.5,0.5,0,0,0,0,0
1969,Z,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0
1970,Patton,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0
1970,Five Easy Pieces,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1970,M*A*S*H,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0
1970,Love Story,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1970,Airport,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0
1971,The French Connection,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25
1971,Fiddler on the Roof,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25
1971,Nicholas and Alexandra,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0
1971,The Last Picture Show,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1971,A Clockwork Orange,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333
1972,The Godfather,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.5,0.5,0,0,0,0,0,0
1972,Cabaret,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0.5,0,0.5,0,0,0,0
1972,The Emigrants,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0.5,0,0,0,0,0
1972,Sounder,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0.5,0,0,0,0,0,0.5
1972,Deliverance,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0
1973,The Sting,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0
1973,The Exorcist,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1
1973,American Graffiti,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0.5,0,0.5,0,0,0,0,0,0
1973,A Touch of Class,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1973,Cries and Whispers,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1974,The Godfather Part II,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0.5,0.5,0,0,0,0,0,0
1974,The Towering Inferno,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333
1974,Lenny,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0.5,0,0,0.5,0,0,0,0,0,0
1974,The Conversation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333
1974,Chinatown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333
1975,One Flew over the Cuckoo's Nest,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1975,Jaws,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,0,0,0,0,0,0,0,0.5,0,0
1975,Dog Day Afternoon,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.5,0.5,0,0,0,0,0,0
1975,Barry Lyndon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.25,0,0,0,0.25,0,0,0.25,0,0.25,0
1975,Nashville,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1976,Rocky,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1976,Network,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1976,Bound for Glory,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1976,Taxi Driver,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0.5,0.5,0,0,0,0,0,0
1976,All the President's Men,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0
1977,Annie Hall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1977,The Turning Point,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1977,The Goodbye Girl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1977,Julia,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1977,Star Wars,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.25,0,0,0,0,0,0,0,0,0,0.75
1978,The Deer Hunter,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
1978,Heaven Can Wait,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0.25,0,0,0,0,0.25,0,0,0.5
1978,Midnight Express,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0
1978,An Unmarried Woman,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1978,Coming Home,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1979,Kramer vs. Kramer,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1979,Apocalypse Now,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
1979,Norma Rae,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1979,All That Jazz,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333
1979,Breaking Away,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1980,Ordinary People,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1980,Coal Miner's Daughter,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0.25,0,0,0.25,0,0.25,0,0,0,0.25
1980,Raging Bull,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1980,The Elephant Man,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.5,0,0,0.5,0,0,0,0,0,0
1980,Tess,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1981,Chariots of Fire,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1981,Reds,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0
1981,On Golden Pond,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1981,Raiders of the Lost Ark,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.5,0,0,0,0,0,0,0,0,0,0.5
1981,Atlantic City,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0
1982,Gandhi,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1982,Missing,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25
1982,Tootsie,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1982,The Verdict,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1982,E.T. The Extra-Terrestrial,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1
1983,Terms of Endearment,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0.5,0,0.5,0,0,0,0,0,0
1983,The Dresser,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1983,The Big Chill,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0.5,0,0.5,0,0,0,0,0,0
1983,Tender Mercies,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0,0,0,0.5
1983,The Right Stuff,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1984,Amadeus,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1984,Places in the Heart,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1984,A Soldier's Story,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.25,0.25,0,0,0,0,0.25,0.25
1984,The Killing Fields,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0
1984,A Passage to India,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1985,Out of Africa,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1985,Kiss of the Spider Woman,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1985,Witness,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0
1985,The Color Purple,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1985,Prizzi's Honor,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0.25,0.25,0.25,0,0,0.25,0,0,0
1986,Platoon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
